咪咕央卫,#genre#
CCTV-8电视剧,http://45.192.97.170:8880/play/256.m3u8
CCTV-9纪录,http://45.192.97.170:8880/play/257.m3u8
CCTV-10科教,http://45.192.97.170:8880/play/258.m3u8
CCTV-11戏曲,http://45.192.97.170:8880/play/259.m3u8
CCTV-12社会与法,http://45.192.97.170:8880/play/260.m3u8
CCTV-13新闻,http://45.192.97.170:8880/play/261.m3u8
CCTV-14少儿,http://45.192.97.170:8880/play/262.m3u8
CCTV-15音乐,http://45.192.97.170:8880/play/263.m3u8
CCTV-16奥林匹克,http://45.192.97.170:8880/play/264.m3u8
CCTV-17农业农村,http://45.192.97.170:8880/play/265.m3u8
CCTV-兵器科技,http://45.192.97.170:8880/play/266.m3u8
CCTV-女性时尚,http://45.192.97.170:8880/play/267.m3u8
CCTV-世界地理,http://45.192.97.170:8880/play/268.m3u8
CCTV-卫生健康,http://45.192.97.170:8880/play/269.m3u8
CCTV-央视文化精品,http://45.192.97.170:8880/play/270.m3u8
CCTV-第一剧场,http://45.192.97.170:8880/play/271.m3u8
CCTV-怀旧剧场,http://45.192.97.170:8880/play/272.m3u8
CCTV-风云剧场,http://45.192.97.170:8880/play/273.m3u8
CCTV-风云足球,http://45.192.97.170:8880/play/274.m3u8
CCTV-风云音乐,http://45.192.97.170:8880/play/275.m3u8
CCTV-央视台球,http://45.192.97.170:8880/play/276.m3u8
CCTV-高尔夫网球,http://45.192.97.170:8880/play/277.m3u8
安徽卫视,http://45.192.97.170:8880/play/278.m3u8
北京卫视,http://45.192.97.170:8880/play/279.m3u8
东方卫视,http://45.192.97.170:8880/play/280.m3u8
东南卫视,http://45.192.97.170:8880/play/281.m3u8
广东卫视,http://45.192.97.170:8880/play/282.m3u8
湖南卫视,http://45.192.97.170:8880/play/283.m3u8
江苏卫视,http://45.192.97.170:8880/play/284.m3u8
江西卫视,http://45.192.97.170:8880/play/285.m3u8
辽宁卫视,http://45.192.97.170:8880/play/286.m3u8
山东卫视,http://45.192.97.170:8880/play/287.m3u8
深圳卫视,http://45.192.97.170:8880/play/288.m3u8
天津卫视,http://45.192.97.170:8880/play/289.m3u8
浙江卫视,http://45.192.97.170:8880/play/290.m3u8
西藏卫视,http://45.192.97.170:8880/play/291.m3u8
新疆卫视,http://45.192.97.170:8880/play/292.m3u8
内蒙古卫视,http://45.192.97.170:8880/play/293.m3u8
甘肃卫视,http://45.192.97.170:8880/play/294.m3u8
河北卫视,http://45.192.97.170:8880/play/295.m3u8
四川卫视,http://45.192.97.170:8880/play/296.m3u8
陕西卫视,http://45.192.97.170:8880/play/297.m3u8
云南卫视,http://45.192.97.170:8880/play/298.m3u8
广西卫视,http://45.192.97.170:8880/play/299.m3u8
重庆卫视,http://45.192.97.170:8880/play/300.m3u8
贵州卫视,http://45.192.97.170:8880/play/301.m3u8
湖北卫视,http://45.192.97.170:8880/play/302.m3u8
河南卫视,http://45.192.97.170:8880/play/303.m3u8
吉林卫视,http://45.192.97.170:8880/play/304.m3u8
海南卫视,http://45.192.97.170:8880/play/305.m3u8
黑龙江卫视,http://45.192.97.170:8880/play/306.m3u8
山西卫视,http://45.192.97.170:8880/play/307.m3u8
青海卫视,http://45.192.97.170:8880/play/308.m3u8
宁夏卫视,http://45.192.97.170:8880/play/309.m3u8
备用02线,#genre#
CCTV2,http://45.192.97.170:8880/play/310.m3u8
CCTV3,http://45.192.97.170:8880/play/311.m3u8
CCTV4,http://45.192.97.170:8880/play/312.m3u8
CCTV5,http://45.192.97.170:8880/play/313.m3u8
CCTV6,http://45.192.97.170:8880/play/314.m3u8
CCTV7,http://45.192.97.170:8880/play/315.m3u8
CCTV8,http://45.192.97.170:8880/play/316.m3u8
CCTV9,http://45.192.97.170:8880/play/317.m3u8
CCTV10,http://45.192.97.170:8880/play/318.m3u8
CCTV11,http://45.192.97.170:8880/play/319.m3u8
CCTV12,http://45.192.97.170:8880/play/320.m3u8
CCTV13,http://45.192.97.170:8880/play/321.m3u8
CCTV14,http://45.192.97.170:8880/play/322.m3u8
CCTV15,http://45.192.97.170:8880/play/323.m3u8
CCTV16,http://45.192.97.170:8880/play/324.m3u8
CCTV17,http://45.192.97.170:8880/play/325.m3u8
北京卫视,http://45.192.97.170:8880/play/326.m3u8
浙江卫视,http://45.192.97.170:8880/play/327.m3u8
江苏卫视,http://45.192.97.170:8880/play/328.m3u8
广东卫视,http://45.192.97.170:8880/play/329.m3u8
深圳卫视,http://45.192.97.170:8880/play/330.m3u8
重庆卫视,http://45.192.97.170:8880/play/331.m3u8
贵州卫视,http://45.192.97.170:8880/play/332.m3u8
湖南卫视,http://45.192.97.170:8880/play/333.m3u8
东方卫视,http://45.192.97.170:8880/play/334.m3u8
天津卫视,http://45.192.97.170:8880/play/335.m3u8
山东卫视,http://45.192.97.170:8880/play/336.m3u8
黑龙江卫视,http://45.192.97.170:8880/play/337.m3u8
安徽卫视,http://45.192.97.170:8880/play/338.m3u8
湖北卫视,http://45.192.97.170:8880/play/339.m3u8
东南卫视,http://45.192.97.170:8880/play/340.m3u8
四川卫视,http://45.192.97.170:8880/play/341.m3u8
河北卫视,http://45.192.97.170:8880/play/342.m3u8
厦门卫视,http://45.192.97.170:8880/play/343.m3u8
海峡卫视,http://45.192.97.170:8880/play/344.m3u8
江西卫视,http://45.192.97.170:8880/play/345.m3u8
海南卫视,http://45.192.97.170:8880/play/346.m3u8
河南卫视,http://45.192.97.170:8880/play/347.m3u8
云南卫视,http://45.192.97.170:8880/play/348.m3u8
广西卫视,http://45.192.97.170:8880/play/349.m3u8
吉林卫视,http://45.192.97.170:8880/play/350.m3u8
辽宁卫视,http://45.192.97.170:8880/play/351.m3u8
甘肃卫视,http://45.192.97.170:8880/play/352.m3u8
三沙卫视,http://45.192.97.170:8880/play/353.m3u8
内蒙古卫视,http://45.192.97.170:8880/play/354.m3u8
西藏卫视,http://45.192.97.170:8880/play/355.m3u8
山西卫视,http://45.192.97.170:8880/play/356.m3u8
兵团卫视,http://45.192.97.170:8880/play/357.m3u8
新疆卫视,http://45.192.97.170:8880/play/358.m3u8
宁夏卫视,http://45.192.97.170:8880/play/359.m3u8
康巴卫视,http://45.192.97.170:8880/play/360.m3u8
陕西卫视,http://45.192.97.170:8880/play/361.m3u8
CHC家庭影院,http://45.192.97.170:8880/play/362.m3u8
CHC影迷电影,http://45.192.97.170:8880/play/363.m3u8
CHC动作电影,http://45.192.97.170:8880/play/364.m3u8
世界地理,http://45.192.97.170:8880/play/365.m3u8
第一剧场,http://45.192.97.170:8880/play/366.m3u8
怀旧剧场,http://45.192.97.170:8880/play/367.m3u8
风云剧场,http://45.192.97.170:8880/play/368.m3u8
风云足球,http://45.192.97.170:8880/play/369.m3u8
风云音乐,http://45.192.97.170:8880/play/370.m3u8
央视台球,http://45.192.97.170:8880/play/371.m3u8
高尔夫网球,http://45.192.97.170:8880/play/372.m3u8
YL线路,#genre#
4K电影,http://45.192.97.170:8880/play/373.m3u8
动作电影,http://45.192.97.170:8880/play/374.m3u8
家庭影院,http://45.192.97.170:8880/play/375.m3u8
影迷电影,http://45.192.97.170:8880/play/376.m3u8
凤凰资讯,http://45.192.97.170:8880/play/377.m3u8
凤凰中文,http://45.192.97.170:8880/play/378.m3u8
凤凰香港,http://45.192.97.170:8880/play/379.m3u8
广东体育,http://45.192.97.170:8880/play/380.m3u8
广东珠江,http://45.192.97.170:8880/play/381.m3u8
广东新闻,http://45.192.97.170:8880/play/382.m3u8
TVB星河,http://45.192.97.170:8880/play/383.m3u8
动物星球,http://45.192.97.170:8880/play/384.m3u8
东森电影,http://45.192.97.170:8880/play/385.m3u8
澳门莲花,http://45.192.97.170:8880/play/386.m3u8
八大娱乐,http://45.192.97.170:8880/play/387.m3u8
韩国娱乐,http://45.192.97.170:8880/play/388.m3u8
休闲音乐,#genre#
汪明荃30首经典,http://45.192.97.170:8880/play/389.m3u8
梅朵40首经典,http://45.192.97.170:8880/play/390.m3u8
张茜42首经典,http://45.192.97.170:8880/play/391.m3u8
甄妮40首经典,http://45.192.97.170:8880/play/392.m3u8
林志炫34首经典,http://45.192.97.170:8880/play/393.m3u8
金海心38首经典,http://45.192.97.170:8880/play/394.m3u8
毛阿敏40首经典,http://45.192.97.170:8880/play/395.m3u8
李翊君20首经典,http://45.192.97.170:8880/play/396.m3u8
许蒿30首经典,http://45.192.97.170:8880/play/397.m3u8
张杰40首经典,http://45.192.97.170:8880/play/398.m3u8
陶喆30首经典,http://45.192.97.170:8880/play/399.m3u8
林俊杰31首经典,http://45.192.97.170:8880/play/400.m3u8
陈慧娴30首经典,http://45.192.97.170:8880/play/401.m3u8
王力宏16首经典,http://45.192.97.170:8880/play/402.m3u8
林忆莲30首经典,http://45.192.97.170:8880/play/403.m3u8
腾格尔30首经典,http://45.192.97.170:8880/play/404.m3u8
汤潮40首经典,http://45.192.97.170:8880/play/405.m3u8
陈淑桦32首经典,http://45.192.97.170:8880/play/406.m3u8
冷漠40首经典,http://45.192.97.170:8880/play/407.m3u8
梦然40首经典,http://45.192.97.170:8880/play/408.m3u8
卓依婷40首经典,http://45.192.97.170:8880/play/409.m3u8
姜育恒40首经典,http://45.192.97.170:8880/play/410.m3u8
童安格40首经典,http://45.192.97.170:8880/play/411.m3u8
魏佳艺40首经典,http://45.192.97.170:8880/play/412.m3u8
刘若英42首经典,http://45.192.97.170:8880/play/413.m3u8
云朵40首经典,http://45.192.97.170:8880/play/414.m3u8
乔玲儿42首经典,http://45.192.97.170:8880/play/415.m3u8
云菲菲40首经典,http://45.192.97.170:8880/play/416.m3u8
陈瑞36首经典,http://45.192.97.170:8880/play/417.m3u8
韩宝仪40首经典,http://45.192.97.170:8880/play/418.m3u8
任贤齐36首经典,http://45.192.97.170:8880/play/419.m3u8
热门歌曲,#genre#
烟雨人间,http://45.192.97.170:8880/play/420.m3u8
阿果吉曲,http://45.192.97.170:8880/play/421.m3u8
阿果吉曲,http://45.192.97.170:8880/play/422.m3u8
你的万水千山,http://45.192.97.170:8880/play/423.m3u8
人生如歌,http://45.192.97.170:8880/play/424.m3u8
孤独的王,http://45.192.97.170:8880/play/425.m3u8
作酒,http://45.192.97.170:8880/play/426.m3u8
逃之夭夭,http://45.192.97.170:8880/play/427.m3u8
两个世界,http://45.192.97.170:8880/play/428.m3u8
闽南语歌曲,http://45.192.97.170:8880/play/429.m3u8
阿衣莫,http://45.192.97.170:8880/play/430.m3u8
☆泡沫,http://45.192.97.170:8880/play/431.m3u8
☆或者累,http://45.192.97.170:8880/play/432.m3u8
☆好想抱着你,http://45.192.97.170:8880/play/433.m3u8
☆我会等,http://45.192.97.170:8880/play/434.m3u8
☆吻得太逼真,http://45.192.97.170:8880/play/435.m3u8
☆忘川彼岸,http://45.192.97.170:8880/play/436.m3u8
☆晚风心里吹,http://45.192.97.170:8880/play/437.m3u8
☆天若有情,http://45.192.97.170:8880/play/438.m3u8
☆她会魔法吧,http://45.192.97.170:8880/play/439.m3u8
☆如愿,http://45.192.97.170:8880/play/440.m3u8
☆木偶戏,http://45.192.97.170:8880/play/441.m3u8
☆剑魂,http://45.192.97.170:8880/play/442.m3u8
☆桃花诺,http://45.192.97.170:8880/play/443.m3u8
☆作酒,http://45.192.97.170:8880/play/444.m3u8
☆下个路口见,http://45.192.97.170:8880/play/445.m3u8
☆我在广州等你,http://45.192.97.170:8880/play/446.m3u8
☆不再联系,http://45.192.97.170:8880/play/447.m3u8
☆斑马斑马,http://45.192.97.170:8880/play/448.m3u8
☆卜卦,http://45.192.97.170:8880/play/449.m3u8
☆一笑江湖,http://45.192.97.170:8880/play/450.m3u8
☆爱不得忘不得,http://45.192.97.170:8880/play/451.m3u8
☆难忘,http://45.192.97.170:8880/play/452.m3u8
☆虞美人,http://45.192.97.170:8880/play/453.m3u8
☆人生何处不相逢,http://45.192.97.170:8880/play/454.m3u8
☆我曾用心爱着你,http://45.192.97.170:8880/play/455.m3u8
☆忘了,http://45.192.97.170:8880/play/456.m3u8
☆西域美女,http://45.192.97.170:8880/play/457.m3u8
☆越南神曲,http://45.192.97.170:8880/play/458.m3u8
☆错位时空,http://45.192.97.170:8880/play/459.m3u8
☆可不可以,http://45.192.97.170:8880/play/460.m3u8
☆女孩,http://45.192.97.170:8880/play/461.m3u8
☆真的爱你,http://45.192.97.170:8880/play/462.m3u8
☆嘉宾,http://45.192.97.170:8880/play/463.m3u8
☆若把你,http://45.192.97.170:8880/play/464.m3u8
☆你的样子,http://45.192.97.170:8880/play/465.m3u8
☆合适,http://45.192.97.170:8880/play/466.m3u8
☆很好听dj,http://45.192.97.170:8880/play/467.m3u8
☆护花使者,http://45.192.97.170:8880/play/468.m3u8
☆月亮不曾奔我来,http://45.192.97.170:8880/play/469.m3u8
☆特别的爱给特别的你,http://45.192.97.170:8880/play/470.m3u8
☆笼子,http://45.192.97.170:8880/play/471.m3u8
☆念平生,http://45.192.97.170:8880/play/472.m3u8
☆听,http://45.192.97.170:8880/play/473.m3u8
☆灵魂习惯,http://45.192.97.170:8880/play/474.m3u8
☆做酒,http://45.192.97.170:8880/play/475.m3u8
☆燕无歇,http://45.192.97.170:8880/play/476.m3u8
☆无哥骷,http://45.192.97.170:8880/play/477.m3u8
☆来迟,http://45.192.97.170:8880/play/478.m3u8
☆向云端,http://45.192.97.170:8880/play/479.m3u8
羞答答的玫瑰,http://45.192.97.170:8880/play/480.m3u8
难却,http://45.192.97.170:8880/play/481.m3u8
旧梦一场,http://45.192.97.170:8880/play/482.m3u8
都说,http://45.192.97.170:8880/play/483.m3u8
当我取过她,http://45.192.97.170:8880/play/484.m3u8
此生过半,http://45.192.97.170:8880/play/485.m3u8
38度6,http://45.192.97.170:8880/play/486.m3u8
言不由衷,http://45.192.97.170:8880/play/487.m3u8
我的心太乱,http://45.192.97.170:8880/play/488.m3u8
热情如火,http://45.192.97.170:8880/play/489.m3u8
她没有,http://45.192.97.170:8880/play/490.m3u8
醒不来的梦,http://45.192.97.170:8880/play/491.m3u8
泡沫,http://45.192.97.170:8880/play/492.m3u8
虞美人,http://45.192.97.170:8880/play/493.m3u8
我会等,http://45.192.97.170:8880/play/494.m3u8
忘川彼岸,http://45.192.97.170:8880/play/495.m3u8
晚风心里吹,http://45.192.97.170:8880/play/496.m3u8
天若有情,http://45.192.97.170:8880/play/497.m3u8
她会魔法吧,http://45.192.97.170:8880/play/498.m3u8
思念指甲绕,http://45.192.97.170:8880/play/499.m3u8
如愿,http://45.192.97.170:8880/play/500.m3u8
你的眼神,http://45.192.97.170:8880/play/501.m3u8
红尘毒酒,http://45.192.97.170:8880/play/502.m3u8
白日烟火,http://45.192.97.170:8880/play/503.m3u8
一半疯了,http://45.192.97.170:8880/play/504.m3u8
那个谁,http://45.192.97.170:8880/play/505.m3u8
你是不是,http://45.192.97.170:8880/play/506.m3u8
酒倾城,http://45.192.97.170:8880/play/507.m3u8
动感舞曲,#genre#
21年DJ爆红网络洗脑神曲,http://45.192.97.170:8880/play/508.m3u8
劲爆DJ串烧,http://45.192.97.170:8880/play/509.m3u8
《爱难求情难断…》,http://45.192.97.170:8880/play/510.m3u8
龙飘飘《往事》,http://45.192.97.170:8880/play/511.m3u8
美酒加咖啡龙飘飘,http://45.192.97.170:8880/play/512.m3u8
刀郎经典歌曲精选,http://45.192.97.170:8880/play/513.m3u8
几首绝美情歌DJ精选,http://45.192.97.170:8880/play/514.m3u8
《天路》《驼铃》《鸿雁》《九儿》《绒花》《小芳》,http://45.192.97.170:8880/play/515.m3u8
《驼铃》《卓玛》《天边》《鸿雁》《天路》草原歌曲,http://45.192.97.170:8880/play/516.m3u8
毛宁《涛声依旧》《晚秋》《心雨》《春风吻上我的脸》《大中国》,http://45.192.97.170:8880/play/517.m3u8
山歌《阿里山的姑娘》《康定情歌》《山路十八弯》《敖包相会》,http://45.192.97.170:8880/play/518.m3u8
《涛声依旧》《雾里看花》《窗外》《心雨》《听心》《晚秋》《母亲》,http://45.192.97.170:8880/play/519.m3u8
张也《望星空/为了谁/人间第一情/红梅赞/高天上流云》,http://45.192.97.170:8880/play/520.m3u8
【粤语老歌】《千千阙歌》《初恋情人》《漫步人生路》等,http://45.192.97.170:8880/play/521.m3u8
降央卓玛：这几首歌曲太动听,http://45.192.97.170:8880/play/522.m3u8
【老歌DJ版】《精选8首》,http://45.192.97.170:8880/play/523.m3u8
2021一夜火爆几首DJ舞曲,http://45.192.97.170:8880/play/524.m3u8
2021《精选5首酒吧DJ舞曲》,http://45.192.97.170:8880/play/525.m3u8
陶醉的几首DJ舞曲,http://45.192.97.170:8880/play/526.m3u8
粤语和华语经典歌曲【完整版】,http://45.192.97.170:8880/play/527.m3u8
好歌分享《精选6首伤感DJ舞曲》,http://45.192.97.170:8880/play/528.m3u8
2021爆红《6首女生版伤感DJ》,http://45.192.97.170:8880/play/529.m3u8
美人热舞洗脑DJ舞曲HD,http://45.192.97.170:8880/play/530.m3u8
2021五首女声伤感DJ情歌精品,http://45.192.97.170:8880/play/531.m3u8
情歌DJ《怎么可以这么冷血》《为爱受尽相思罪》,http://45.192.97.170:8880/play/532.m3u8
DJ劲爆舞曲《在我心中有个你》《东南西北风》《一万个对不起》等,http://45.192.97.170:8880/play/533.m3u8
DJ情歌串烧《痴情恋歌》《红颜知己》《事与愿违》《缘分相遇》HD,http://45.192.97.170:8880/play/534.m3u8
动听DJ情歌《红颜知己》《今夜为你醉》《别忘记我在等你》等HD,http://45.192.97.170:8880/play/535.m3u8
DJ伤感好听《红颜知己》《事与愿违》《缘分相遇》《知念歌》HD,http://45.192.97.170:8880/play/536.m3u8
DJ情歌《昨夜的我又梦到了你》《心上的人儿你在哪》等,http://45.192.97.170:8880/play/537.m3u8
《给我一把爱情火》《无情风雨无情的你》《昨夜的我又梦到了你》,http://45.192.97.170:8880/play/538.m3u8
林翠萍《麦支架来套件》,http://45.192.97.170:8880/play/539.m3u8
刀郎经典歌曲《敖包相会》《西海情歌》等专辑金典老歌,http://45.192.97.170:8880/play/540.m3u8
刀郎经典歌曲7首：《西海情歌》《敖包相会》《情人》碰撞的惩罚HD,http://45.192.97.170:8880/play/541.m3u8
刀郎经典老歌合集《披着羊皮的狼》《西海情歌》《威胁的惩罚》,http://45.192.97.170:8880/play/542.m3u8
云朵、刀郎、孙露、张雨生等经典怀旧歌曲6首HD,http://45.192.97.170:8880/play/543.m3u8
《来生再去拥抱你》《梨花飞情人泪》《落雨的秋》《梦醉荷塘》HD,http://45.192.97.170:8880/play/544.m3u8
宇宁《千里江山（大型纪录片《紫禁城》主题歌）,http://45.192.97.170:8880/play/545.m3u8
2021最佳伤感情歌HD,http://45.192.97.170:8880/play/546.m3u8
2021伤感洗脑神曲HD,http://45.192.97.170:8880/play/547.m3u8
我用自己的方式爱你,http://45.192.97.170:8880/play/548.m3u8
更新时间,#genre#
0902/9:15,http://45.192.97.170:8880/play/549.m3u8
盲盒点歌1,http://45.192.97.170:8880/play/550.m3u8
盲盒点歌2,http://45.192.97.170:8880/play/551.m3u8
